OBJECTID,ENTIDAD_TE,codmuni,coddept,Municipio,Divipola_3,Department,Municipality,locs3_project_n,locs1_project_n
3665,Cabecera Municipal,47570,47,Puebloviejo,47570,Magdalena,Puebloviejo,0,0
3666,Cabecera Municipal,47189,47,Cií©naga,47189,Magdalena,Cií©naga,0,0
3667,CAP. DEPTO,47001,47,Santa Marta (Distrito Turíåstico Cultural e Histí_rico),47001,Magdalena,Santa Marta,0,0
3668,Cabecera Municipal,47288,47,Fundacií_n,47288,Magdalena,Fundacií_n,0,0
3669,Cabecera Municipal,47030,47,Algarrobo,47030,Magdalena,Algarrobo,0,0
3670,Cabecera Municipal,47660,47,Sabanas De San íçngel (San íngel),47660,Magdalena,Sabanas de San Angel,0,0
3671,Cabecera Municipal,47268,47,El Retí©n,47268,Magdalena,El Retí©n,0,0
3672,Cabecera Municipal,47551,47,Pivijay,47551,Magdalena,Pivijay,0,0
3673,Cabecera Municipal,47053,47,Aracataca,47053,Magdalena,Aracataca,0,0
3674,Cabecera Municipal,20621,20,La Paz,20621,Cesar,La Paz,0,0
3675,Cabecera Municipal,20443,20,Manaure Balcí_n Del Cesar,20443,Cesar,Manaure,0,0
3676,Cabecera Municipal,20013,20,Agustí_n Codazzi,20013,Cesar,Agustí_n Codazzi,0,0
3677,Cabecera Municipal,20238,20,El Copey,20238,Cesar,El Copey,0,0
3678,Cabecera Municipal,20045,20,Becerril,20045,Cesar,Becerril,0,0
3519,Cabecera Municipal,5656,5,San Jerí_nimo,5656,Antioquia,San Jerí_nimo,0,0
3520,Cabecera Municipal,5761,5,Sopetríçn,5761,Antioquia,Sopetríçn,0,0
3521,Cabecera Municipal,5038,5,Angostura,5038,Antioquia,Angostura,0,0
3522,Cabecera Municipal,5887,5,Yarumal,5887,Antioquia,Yarumal,0,1
3547,Cabecera Municipal,70221,70,Coveí±as,70221,Sucre,Coveí±as,0,0
3548,Cabecera Municipal,70523,70,Palmito,70523,Sucre,Palmito,0,0
3549,Cabecera Municipal,70820,70,Tolí_,70820,Sucre,Santiago de Tolí_,0,0
3550,Cabecera Municipal,70713,70,San Onofre,70713,Sucre,San Onofre,1,0
3551,Cabecera Municipal,70473,70,Morroa,70473,Sucre,Morroa,1,0
3552,Cabecera Municipal,70418,70,Los Palmitos,70418,Sucre,Los Palmitos,0,1
3553,Cabecera Municipal,70771,70,Sucre,70771,Sucre,Sucre,0,0
3554,Cabecera Municipal,70429,70,Majagual,70429,Sucre,Majagual,0,0
3555,CAP. DEPTO Distrito Turí_stico y Cultural,13001,13,Cartagena De Indias (Distrito Turíåstico Y Cultural),13001,Bolí_var,Cartagena,0,0
3556,Cabecera Municipal,13673,13,Santa Catalina,13673,Bolí_var,Santa Catalina,0,0
3557,Cabecera Municipal,13549,13,Pinillos,13549,Bolí_var,Pinillos,0,0
3558,Cabecera Municipal,13074,13,Barranco De Loba,13074,Bolí_var,Barranco de Loba,0,0
3559,Cabecera Municipal,13600,13,Rioviejo,13600,Bolí_var,Rí_o Viejo (1)(3),0,2
3575,Corregimiento Departamental,91530,91,C.D Puerto Alegrí_a,91530,Amazonas,Puerto Alegrí_a (ANM),0,0
3576,Corregimiento Departamental,91263,91,C.D El Encanto,91263,Amazonas,El Encanto (ANM),0,0
3577,Corregimiento Departamental,91536,91,C.D Puerto Arica,91536,Amazonas,Puerto Arica (ANM),0,0
3578,Corregimiento Departamental,91798,91,C.D Tarapacíç,91798,Amazonas,Tarapacíç (ANM),0,0
3579,CAP. DEPTO,91001,91,Leticia,91001,Amazonas,Leticia,0,0
3679,Cabecera Municipal,20400,20,La Jagua De Ibirico,20400,Cesar,La Jagua de Ibirico,0,0
3680,Cabecera Municipal,20178,20,Chiriguaníç,20178,Cesar,Chiriguaníç,0,0
3681,Cabecera Municipal,20228,20,Curumaní_,20228,Cesar,Curumaní_,0,1
3682,Cabecera Municipal,20310,20,Gonzíçlez,20310,Cesar,Gonzíçlez,0,0
3683,Cabecera Municipal,54245,54,El Carmen,54245,Norte de Santander,El Carmen,1,0
3684,Cabecera Municipal,54206,54,Convencií_n,54206,Norte de Santander,Convencií_n,0,0
3685,Cabecera Municipal,54800,54,Teorama,54800,Norte de Santander,Teorama,0,0
3686,Cabecera Municipal,54810,54,Tibí_,54810,Norte de Santander,Tibí_,0,0
3687,Cabecera Municipal,54553,54,Puerto Santander,54553,Norte de Santander,Puerto Santander,0,0
3688,CAP. DEPTO Distrito Especial Fronterizo y Turí_stico,54001,54,Cí_cuta,54001,Norte de Santander,Cí_cuta,1,0
3865,Cabecera Municipal,25486,25,Nemocí_n,25486,Cundinamarca,Nemocí_n,0,0
3866,Cabecera Municipal,25772,25,Suesca,25772,Cundinamarca,Suesca,0,0
3867,Cabecera Municipal,25793,25,Tausa,25793,Cundinamarca,Tausa,0,0
3645,Cabecera Municipal,81736,81,Saravena,81736,Arauca,Saravena,0,0
3646,Cabecera Municipal,81065,81,Arauquita,81065,Arauca,Arauquita,0,0
3647,Cabecera Municipal,81591,81,Puerto Rondí_n,81591,Arauca,Puerto Rondí_n,0,0
3648,CAP. DEPTO,81001,81,Arauca,81001,Arauca,Arauca,0,0
3649,Cabecera Municipal,81220,81,Cravo Norte,81220,Arauca,Cravo Norte,0,0
3650,Cabecera Municipal,44090,44,Dibulla,44090,La Guajira,Dibulla,0,0
3651,CAP. DEPTO,44001,44,Riohacha,44001,La Guajira,Riohacha,0,0
3652,Cabecera Municipal,44650,44,San Juan Del Cesar,44650,La Guajira,San Juan del Cesar,0,0
3653,Cabecera Municipal,44110,44,El Molino,44110,La Guajira,El Molino,0,0
3654,Cabecera Municipal,44874,44,Villanueva,44874,La Guajira,Villanueva,0,0
3655,Cabecera Municipal,44855,44,Urumita,44855,La Guajira,Urumita,0,0
3689,Cabecera Municipal,54418,54,Lourdes,54418,Norte de Santander,Lourdes,0,0
3690,Cabecera Municipal,54313,54,Gramalote,54313,Norte de Santander,Gramalote,0,0
3691,Cabecera Municipal,54109,54,Bucarasica,54109,Norte de Santander,Bucarasica,0,0
3707,Cabecera Municipal,68432,68,Míçlaga,68432,Santander,Míçlaga,0,0
3898,Cabecera Municipal,19130,19,Cajibí_o,19130,Cauca,Cajibí_o,0,0
3899,"CAP. DEPTO Distrito Especial Ecoturí_stico, Histí_rico y Universitario",19001,19,Popayíçn,19001,Cauca,Popayíçn,0,0
3900,Cabecera Municipal,19256,19,El Tambo,19256,Cauca,El Tambo,1,0
3901,Cabecera Municipal,19050,19,Argelia,19050,Cauca,Argelia,0,0
3902,Cabecera Municipal,19075,19,Balboa,19075,Cauca,Balboa,1,0
3903,Cabecera Municipal,76233,76,Dagua,76233,Valle del Cauca,Dagua,0,0
3904,Cabecera Municipal,76377,76,La Cumbre,76377,Valle del Cauca,La Cumbre,0,0
3905,Cabecera Municipal,76364,76,Jamundí_,76364,Valle del Cauca,Jamundí_,0,0
3906,Cabecera Municipal,52435,52,Mallama (Piedrancha),52435,Narií±o,Mallama,0,0
3907,Cabecera Municipal,52699,52,Santa Cruz (Guachaví©s),52699,Narií±o,Santacruz,0,0
4220,Cabecera Municipal,13655,13,San Jacinto Del Cauca,13655,Bolí_var,San Jacinto del Cauca,0,0
3708,Cabecera Municipal,68266,68,Enciso,68266,Santander,Enciso,0,0
3962,Cabecera Municipal,76036,76,Andalucí_a,76036,Valle del Cauca,Andalucí_a,0,0
3963,Cabecera Municipal,76100,76,Bolí_var,76100,Valle del Cauca,Bolí_var,0,0
3964,Cabecera Municipal,76828,76,Trujillo,76828,Valle del Cauca,Trujillo,0,0
3965,Cabecera Municipal,76616,76,Riofrí_o,76616,Valle del Cauca,Riofrí_o,0,0
3966,Cabecera Municipal,76834,76,Tuluíç,76834,Valle del Cauca,Tuluíç,0,0
3967,Cabecera Municipal,76670,76,San Pedro,76670,Valle del Cauca,San Pedro,0,0
3968,Cabecera Municipal,76111,76,Buga,76111,Valle del Cauca,Guadalajara de Buga,0,0
3969,Cabecera Municipal,76126,76,Calima (El Darií©n),76126,Valle del Cauca,Calima,0,0
3970,Cabecera Municipal,76606,76,Restrepo,76606,Valle del Cauca,Restrepo,0,0
3971,Cabecera Municipal,76890,76,Yotoco,76890,Valle del Cauca,Yotoco,0,0
3709,Cabecera Municipal,68468,68,Molagavita,68468,Santander,Molagavita,0,0
3710,Cabecera Municipal,68684,68,San Josí© De Miranda,68684,Santander,San Josí© de Miranda,0,0
3711,Cabecera Municipal,68498,68,Ocamonte,68498,Santander,Ocamonte,0,0
3712,Cabecera Municipal,68533,68,Píçramo,68533,Santander,Píçramo,0,0
3972,Cabecera Municipal,76869,76,Vijes,76869,Valle del Cauca,Vijes,0,0
3973,Cabecera Municipal,76318,76,Guacarí_,76318,Valle del Cauca,Guacarí_,0,0
3974,Cabecera Municipal,76306,76,Ginebra,76306,Valle del Cauca,Ginebra,0,0
3975,Cabecera Municipal,76248,76,El Cerrito,76248,Valle del Cauca,El Cerrito,0,0
3976,Cabecera Municipal,76520,76,Palmira,76520,Valle del Cauca,Palmira,0,0
3977,Cabecera Municipal,76130,76,Candelaria,76130,Valle del Cauca,Candelaria,0,0
3978,Cabecera Municipal,76275,76,Florida,76275,Valle del Cauca,Florida,0,0
3979,Cabecera Municipal,76892,76,Yumbo,76892,Valle del Cauca,Yumbo,0,0
3980,CAP. DEPTO,76001,76,Cali,76001,Valle del Cauca,Cali,0,0
3981,Cabecera Municipal,52254,52,El Peí±ol,52254,Narií±o,El Peí±ol,1,0
3982,Cabecera Municipal,52540,52,Policarpa,52540,Narií±o,Policarpa,0,1
3983,Cabecera Municipal,52256,52,El Rosario,52256,Narií±o,El Rosario,1,0
3984,Cabecera Municipal,52405,52,Leiva,52405,Narií±o,Leiva,0,1
3713,Cabecera Municipal,68855,68,Valle De San Josí©,68855,Santander,Valle de San Josí©,0,0
3714,Cabecera Municipal,68679,68,San Gil,68679,Santander,San Gil,0,0
3715,Cabecera Municipal,68051,68,Aratoca,68051,Santander,Aratoca,0,0
3985,Cabecera Municipal,52786,52,Taminango,52786,Narií±o,Taminango,1,0
3986,Cabecera Municipal,52687,52,San Lorenzo,52687,Narií±o,San Lorenzo,1,0
3716,Cabecera Municipal,68370,68,Jordíçn,68370,Santander,Jordíçn,0,0
3717,Cabecera Municipal,68895,68,Zapatoca,68895,Santander,Zapatoca,0,0
3718,Cabecera Municipal,68081,68,Barrancabermeja,68081,Santander,Barrancabermeja,0,1
3719,Cabecera Municipal,68190,68,Cimitarra,68190,Santander,Cimitarra,0,2
3720,Cabecera Municipal,68101,68,Bolí_var,68101,Santander,Bolí_var,0,1
3721,Cabecera Municipal,68250,68,El Peí±í_n,68250,Santander,El Peí±í_n,0,1
3722,Cabecera Municipal,68385,68,Landíçzuri,68385,Santander,Landíçzuri,0,2
3723,Cabecera Municipal,68377,68,La Belleza,68377,Santander,La Belleza,0,0
3724,Cabecera Municipal,68271,68,Floriíçn,68271,Santander,Floriíçn,0,0
3725,Cabecera Municipal,68020,68,Albania,68020,Santander,Albania,0,0
3726,Cabecera Municipal,68368,68,Jesí_s Marí_a,68368,Santander,Jesí_s Marí_a,0,0
3727,Cabecera Municipal,68773,68,Sucre,68773,Santander,Sucre,0,0
3728,Cabecera Municipal,68324,68,Guavatíç,68324,Santander,Guavatíç,0,0
3729,Cabecera Municipal,68861,68,Ví©lez,68861,Santander,Ví©lez,0,1
3730,Cabecera Municipal,68327,68,Guepsa,68327,Santander,Gí_epsa,0,0
3731,Cabecera Municipal,68013,68,Aguada,68013,Santander,Aguada,0,0
3732,Cabecera Municipal,68397,68,La Paz,68397,Santander,La Paz,0,0
3733,Cabecera Municipal,68673,68,San Benito,68673,Santander,San Benito,0,0
3734,Cabecera Municipal,68770,68,Suaita,68770,Santander,Suaita,0,0
3735,Cabecera Municipal,68245,68,El Guacamayo,68245,Santander,El Guacamayo,0,0
3736,Cabecera Municipal,68320,68,Guadalupe,68320,Santander,Guadalupe,0,0
3737,Cabecera Municipal,68211,68,Contratacií_n,68211,Santander,Contratacií_n,0,0
3738,Cabecera Municipal,68720,68,Santa Helena Del Opí_n,68720,Santander,Santa Helena del Opí_n,0,0
3739,Cabecera Municipal,68176,68,Chima,68176,Santander,Chima,0,0
3741,Cabecera Municipal,68524,68,Palmas Del Socorro,68524,Santander,Palmas del Socorro,0,0
3742,Cabecera Municipal,68872,68,Villanueva,68872,Santander,Villanueva,0,0
3743,Cabecera Municipal,68298,68,Gíçmbita,68298,Santander,Gambita,0,1
3744,Cabecera Municipal,68264,68,Encino,68264,Santander,Encino,0,0
3747,Cabecera Municipal,68077,68,Barbosa,68077,Santander,Barbosa,0,0
3748,Cabecera Municipal,15332,15,Guicíçn,15332,Boyacíç,Gí_icíçn,0,0
4005,Cabecera Municipal,86760,86,Santiago,86760,Putumayo,Santiago,0,0
4006,Cabecera Municipal,86219,86,Colí_n,86219,Putumayo,Colí_n,0,0
4007,Cabecera Municipal,86755,86,San Francisco,86755,Putumayo,San Francisco,0,0
4008,Cabecera Municipal,18610,18,San Josí© Del Fragua,18610,Caquetíç,San Josí© del Fragua,0,0
4009,Cabecera Municipal,18205,18,Curillo,18205,Caquetíç,Curillo,0,0
4010,Cabecera Municipal,18479,18,Morelia,18479,Caquetíç,Morelia,0,0
4011,Cabecera Municipal,18460,18,Milíçn,18460,Caquetíç,Milíçn,0,0
4012,Cabecera Municipal,41132,41,Campoalegre,41132,Huila,Campoalegre,0,0
4013,Cabecera Municipal,41801,41,Teruel,41801,Huila,Teruel,0,0
4014,Cabecera Municipal,41483,41,Níçtaga,41483,Huila,Níçtaga,0,0
4015,Cabecera Municipal,41518,41,Paicol,41518,Huila,Paicol,0,0
4016,Cabecera Municipal,41396,41,La Plata,41396,Huila,La Plata,0,0
4017,Cabecera Municipal,41013,41,Agrado,41013,Huila,Agrado,0,0
4018,Cabecera Municipal,41298,41,Garzí_n,41298,Huila,Garzí_n,0,0
3749,Cabecera Municipal,15244,15,El Cocuy,15244,Boyacíç,El Cocuy,0,0
3750,Cabecera Municipal,15673,15,San Mateo,15673,Boyacíç,San Mateo,0,0
3751,Cabecera Municipal,15097,15,Boavita,15097,Boyacíç,Boavita,0,0
3752,Cabecera Municipal,15403,15,La Uvita,15403,Boyacíç,La Uvita,0,0
3753,Cabecera Municipal,15183,15,Chita,15183,Boyacíç,Chita,0,0
3754,Cabecera Municipal,15774,15,Susací_n,15774,Boyacíç,Susací_n,0,0
3755,Cabecera Municipal,15720,15,Sativanorte,15720,Boyacíç,Sativanorte,0,0
3756,Cabecera Municipal,15368,15,Jericí_,15368,Boyacíç,Jericí_,0,0
3757,Cabecera Municipal,15755,15,Socotíç,15755,Boyacíç,Socotíç,0,0
3758,Cabecera Municipal,15757,15,Socha,15757,Boyacíç,Socha,0,0
3759,Cabecera Municipal,15533,15,Paya,15533,Boyacíç,Paya,0,0
3760,Cabecera Municipal,15550,15,Pisva,15550,Boyacíç,Pisba,0,0
3761,Cabecera Municipal,15377,15,Labranzagrande,15377,Boyacíç,Labranzagrande,0,0
3762,Cabecera Municipal,15518,15,Pajarito,15518,Boyacíç,Pajarito,0,0
3763,Cabecera Municipal,15047,15,Aquitania,15047,Boyacíç,Aquitania,0,0
3764,Cabecera Municipal,15362,15,Iza,15362,Boyacíç,Iza,0,0
3765,Cabecera Municipal,15759,15,Sogamoso,15759,Boyacíç,Sogamoso,0,0
3766,Cabecera Municipal,15464,15,Mongua,15464,Boyacíç,Mongua,0,0
3767,Cabecera Municipal,15296,15,Gíçmeza,15296,Boyacíç,Gameza,0,0
4022,Cabecera Municipal,41530,41,Palestina,41530,Huila,Palestina,0,0
4023,Cabecera Municipal,41006,41,Acevedo,41006,Huila,Acevedo,0,0
3768,Cabecera Municipal,15215,15,Corrales,15215,Boyacíç,Corrales,0,0
4024,Cabecera Municipal,41770,41,Suaza,41770,Huila,Suaza,0,0
4025,Cabecera Municipal,41026,41,Altamira,41026,Huila,Altamira,0,0
4026,Cabecera Municipal,41872,41,Villavieja,41872,Huila,Villavieja,0,0
3769,Cabecera Municipal,15114,15,Busbanzíç,15114,Boyacíç,Busbanzíç,0,0
3770,Cabecera Municipal,15693,15,Santa Rosa De Viterbo,15693,Boyacíç,Santa Rosa de Viterbo,0,0
3771,Cabecera Municipal,15790,15,Tasco,15790,Boyacíç,Tasco,0,0
3772,Cabecera Municipal,15092,15,Betí©itiva,15092,Boyacíç,Betí©itiva,0,0
3773,Cabecera Municipal,15087,15,Belí©n,15087,Boyacíç,Belí©n,0,0
3774,Cabecera Municipal,15537,15,Paz De Rio,15537,Boyacíç,Paz de Rí_o,0,0
3775,Cabecera Municipal,15238,15,Duitama,15238,Boyacíç,Duitama,0,0
4221,Cabecera Municipal,13620,13,San Cristí_bal,13620,Bolí_var,San Cristí_bal,0,0
4222,Cabecera Municipal,13062,13,Arroyohondo,13062,Bolí_var,Arroyohondo,0,0
4223,Cabecera Municipal,13140,13,Calamar,13140,Bolí_var,Calamar,0,0
4224,Cabecera Municipal,13440,13,Margarita,13440,Bolí_var,Margarita,0,0
3776,Cabecera Municipal,15806,15,Tibasosa,15806,Boyacíç,Tibasosa,0,0
3777,Cabecera Municipal,15516,15,Paipa,15516,Boyacíç,Paipa,0,0
3778,Cabecera Municipal,15763,15,Sotaquiríç,15763,Boyacíç,Sotaquiríç,0,0
3779,Cabecera Municipal,15837,15,Tuta,15837,Boyacíç,Tuta,0,0
3780,Cabecera Municipal,15204,15,Cí_mbita,15204,Boyacíç,Cí_mbita,0,0
4237,Cabecera Municipal,8421,8,Luruaco,8421,Atlíçntico,Luruaco,0,0
4238,Cabecera Municipal,8849,8,Usiacurí_,8849,Atlíçntico,Usiacurí_,0,0
4239,Cabecera Municipal,50400,50,Lejaní_as,50400,Meta,Lejaní_as,0,0
4240,Cabecera Municipal,50318,50,Guamal,50318,Meta,Guamal,0,0
3781,Cabecera Municipal,15494,15,Nuevo Colí_n,15494,Boyacíç,Nuevo Colí_n,0,0
3782,Cabecera Municipal,15090,15,Berbeo,15090,Boyacíç,Berbeo,0,0
3783,Cabecera Municipal,15660,15,San Eduardo,15660,Boyacíç,San Eduardo,0,0
3784,Cabecera Municipal,15455,15,Miraflores,15455,Boyacíç,Miraflores,0,0
3785,Cabecera Municipal,15514,15,Píçez,15514,Boyacíç,Píçez,0,0
3786,Cabecera Municipal,15135,15,Campohermoso,15135,Boyacíç,Campohermoso,0,0
3787,Cabecera Municipal,15667,15,San Luis De Gaceno,15667,Boyacíç,San Luis de Gaceno,0,0
3788,Cabecera Municipal,15690,15,Santa Marí_a,15690,Boyacíç,Santa Marí_a,0,0
3789,Cabecera Municipal,15236,15,Chivor,15236,Boyacíç,Chivor,0,0
4071,Cabecera Municipal,17877,17,Viterbo,17877,Caldas,Viterbo,0,0
4241,Cabecera Municipal,50006,50,Acací_as,50006,Meta,Acací_as,0,0
3790,Cabecera Municipal,15325,15,Guayatíç,15325,Boyacíç,Guayatíç,0,0
4242,Cabecera Municipal,50606,50,Restrepo,50606,Meta,Restrepo,0,0
4243,Cabecera Municipal,50686,50,San Juanito,50686,Meta,San Juanito,0,0
4244,Cabecera Municipal,50251,50,El Castillo,50251,Meta,El Castillo,0,0
4245,Cabecera Municipal,50270,50,El Dorado,50270,Meta,El Dorado,0,0
4246,Cabecera Municipal,85015,85,Chíçmeza,85015,Casanare,Chameza,0,0
4247,Cabecera Municipal,85400,85,Tíçmara,85400,Casanare,Tíçmara,0,0
4248,Cabecera Municipal,85315,85,Síçcama,85315,Casanare,Síçcama,0,0
4249,Cabecera Municipal,85136,85,La Salina,85136,Casanare,La Salina,0,0
4250,Cabecera Municipal,85250,85,Paz De Ariporo,85250,Casanare,Paz de Ariporo,0,0
4251,Cabecera Municipal,85125,85,Hato Corozal,85125,Casanare,Hato Corozal,0,0
4252,Cabecera Municipal,81300,81,Fortul,81300,Arauca,Fortul,0,0
4253,Cabecera Municipal,44098,44,Distraccií_n,44098,La Guajira,Distraccií_n,0,0
4254,Cabecera Municipal,47605,47,Remolino,47605,Magdalena,Remolino,0,0
4255,Cabecera Municipal,47058,47,Ariguaní_ (El Difíåcil),47058,Magdalena,Ariguaní_,0,0
4256,Cabecera Municipal,47460,47,Nueva Granada (Granada),47460,Magdalena,Nueva Granada,0,0
4257,Cabecera Municipal,47170,47,Chivolo,47170,Magdalena,Chivolo,0,0
3791,Cabecera Municipal,15322,15,Guateque,15322,Boyacíç,Guateque,0,0
4258,Cabecera Municipal,47960,47,Zapayíçn (Punta De Piedras),47960,Magdalena,Zapayíçn,0,0
4259,Cabecera Municipal,47798,47,Tenerife,47798,Magdalena,Tenerife,0,0
4260,Cabecera Municipal,47555,47,Plato,47555,Magdalena,Plato,0,0
4261,Cabecera Municipal,47720,47,Santa Barbara De Pinto,47720,Magdalena,Santa Bíçrbara de Pinto,0,0
4262,Cabecera Municipal,47707,47,Santa Ana,47707,Magdalena,Santa Ana,0,0
4263,Cabecera Municipal,47703,47,San Zení_n,47703,Magdalena,San Zení_n,0,0
4264,Cabecera Municipal,47545,47,Pijií±o  Del Carmen,47545,Magdalena,Pijií±o del Carmen,0,0
4265,Cabecera Municipal,47692,47,San Sebastiíçn De Buenavista,47692,Magdalena,San Sebastiíçn de Buenavista,0,0
4266,Cabecera Municipal,47318,47,Guamal,47318,Magdalena,Guamal,0,0
4267,Cabecera Municipal,47245,47,El Banco,47245,Magdalena,El Banco,0,0
4268,Cabecera Municipal,47541,47,Pedraza,47541,Magdalena,Pedraza,0,0
3792,Cabecera Municipal,15778,15,Sutatenza,15778,Boyacíç,Sutatenza,0,0
3793,Cabecera Municipal,15380,15,La Capilla,15380,Boyacíç,La Capilla,0,0
4269,Cabecera Municipal,47258,47,El Pií±í_n,47258,Magdalena,El Pií±on,0,0
4270,Cabecera Municipal,20570,20,Pueblo Bello,20570,Cesar,Pueblo Bello,0,0
4271,CAP. DEPTO,20001,20,Valledupar,20001,Cesar,Valledupar,0,0
4272,Cabecera Municipal,20750,20,San Diego,20750,Cesar,San Diego,0,0
3794,Cabecera Municipal,15299,15,Garagoa,15299,Boyacíç,Garagoa,0,0
4273,Cabecera Municipal,20060,20,Bosconia,20060,Cesar,Bosconia,0,0
4274,Cabecera Municipal,20250,20,El Paso,20250,Cesar,El Paso,0,0
4275,Cabecera Municipal,20032,20,Astrea,20032,Cesar,Astrea,0,0
4276,Cabecera Municipal,20175,20,Chimichagua,20175,Cesar,Chimichagua,0,0
4277,Cabecera Municipal,20787,20,Tamalameque,20787,Cesar,Tamalameque,0,0
3795,Cabecera Municipal,15511,15,Pachavita,15511,Boyacíç,Pachavita,0,0
4278,Cabecera Municipal,20550,20,Pelaya,20550,Cesar,Pelaya,0,0
4279,Cabecera Municipal,20383,20,La Gloria,20383,Cesar,La Gloria,1,1
4280,Cabecera Municipal,20011,20,Aguachica,20011,Cesar,Aguachica,1,1
4282,Cabecera Municipal,20614,20,Rí_o De Oro,20614,Cesar,Rí_o de Oro,0,0
4283,Cabecera Municipal,20770,20,San Martí_n,20770,Cesar,San Martí_n,1,2
4284,Cabecera Municipal,20710,20,San Alberto,20710,Cesar,San Alberto,0,1
4285,Cabecera Municipal,54720,54,Sardinata,54720,Norte de Santander,Sardinata,1,0
4286,Cabecera Municipal,54261,54,El Zulia,54261,Norte de Santander,El Zulia,0,0
4287,Cabecera Municipal,54003,54,íbrego,54003,Norte de Santander,Abrego,1,0
4288,Cabecera Municipal,54680,54,Santiago,54680,Norte de Santander,Santiago,0,0
4289,Cabecera Municipal,54673,54,San Cayetano,54673,Norte de Santander,San Cayetano,0,0
4290,Cabecera Municipal,54172,54,Chiníçcota,54172,Norte de Santander,Chiníçcota,1,0
4291,Cabecera Municipal,54223,54,Cucutilla,54223,Norte de Santander,Cucutilla,0,0
4292,Cabecera Municipal,54520,54,Pamplonita,54520,Norte de Santander,Pamplonita,0,0
4293,Cabecera Municipal,54480,54,Mutiscua,54480,Norte de Santander,Mutiscua,1,0
4294,Cabecera Municipal,54174,54,Chitagíç,54174,Norte de Santander,Chitagíç,1,0
4295,Cabecera Municipal,54377,54,Labateca,54377,Norte de Santander,Labateca,0,0
4296,Cabecera Municipal,54405,54,Los Patios,54405,Norte de Santander,Los Patios,0,0
4297,Cabecera Municipal,68444,68,Matanza,68444,Santander,Matanza,0,0
3796,Cabecera Municipal,15842,15,í_Mbita,15842,Boyacíç,Umbita,0,0
3797,Cabecera Municipal,15835,15,Turmequí©,15835,Boyacíç,Turmequí©,0,0
3798,Cabecera Municipal,15861,15,Ventaquemada,15861,Boyacíç,Ventaquemada,0,0
3799,Cabecera Municipal,15646,15,Samacíç,15646,Boyacíç,Samacíç,0,0
3800,Cabecera Municipal,15407,15,Villa De Leiva,15407,Boyacíç,Villa de Leyva,0,0
3801,Cabecera Municipal,15676,15,San Miguel De Sema,15676,Boyacíç,San Miguel de Sema,0,0
3802,Cabecera Municipal,15600,15,Ríçquira,15600,Boyacíç,Ríçquira,0,0
3803,Cabecera Municipal,15638,15,Síçchica,15638,Boyacíç,Síçchica,0,0
3804,Cabecera Municipal,15808,15,Tinjacíç,15808,Boyacíç,Tinjacíç,0,0
3805,Cabecera Municipal,15776,15,Sutamarchíçn,15776,Boyacíç,Sutamarchíçn,0,0
3806,Cabecera Municipal,15176,15,Chiquinquiríç,15176,Boyacíç,Chiquinquiríç,0,0
3807,Cabecera Municipal,15051,15,Arcabuco,15051,Boyacíç,Arcabuco,0,0
3808,Cabecera Municipal,15696,15,Santa Sofí_a,15696,Boyacíç,Santa Sofí_a,0,0
3809,Cabecera Municipal,15469,15,Moniquiríç,15469,Boyacíç,Moniquiríç,0,0
3810,Cabecera Municipal,15816,15,Toguí_,15816,Boyacíç,Togí_í_,0,0
3811,Cabecera Municipal,15664,15,San Josí© De Pare,15664,Boyacíç,San Josí© de Pare,0,0
3812,Cabecera Municipal,15832,15,Tununguíç,15832,Boyacíç,Tununguíç,0,0
3813,Cabecera Municipal,15106,15,Briceí±o,15106,Boyacíç,Briceí±o,0,0
3814,Cabecera Municipal,15531,15,Pauna,15531,Boyacíç,Pauna,0,0
3815,Cabecera Municipal,15131,15,Caldas,15131,Boyacíç,Caldas,0,0
3816,Cabecera Municipal,15109,15,Buenavista,15109,Boyacíç,Buenavista,0,0
3817,Cabecera Municipal,15442,15,Maripí_,15442,Boyacíç,Maripí_,0,0
3818,Cabecera Municipal,15507,15,Otanche,15507,Boyacíç,Otanche,0,0
3819,Cabecera Municipal,15572,15,Puerto Boyacíç,15572,Boyacíç,Puerto Boyacíç,0,0
3820,Cabecera Municipal,25572,25,Puerto Salgar,25572,Cundinamarca,Puerto Salgar,0,0
3821,Cabecera Municipal,25148,25,Caparrapí_,25148,Cundinamarca,Caparrapí_,0,0
3822,Cabecera Municipal,25258,25,El Peí±í_n,25258,Cundinamarca,El Peí±í_n,0,0
3823,Cabecera Municipal,25851,25,í_tica,25851,Cundinamarca,í_tica,0,0
3824,Cabecera Municipal,25489,25,Nimaima,25489,Cundinamarca,Nimaima,0,0
3825,Cabecera Municipal,25592,25,Quebradanegra,25592,Cundinamarca,Quebradanegra,0,0
3826,Cabecera Municipal,25875,25,Villeta,25875,Cundinamarca,Villeta,0,0
3827,Cabecera Municipal,25320,25,Guaduas,25320,Cundinamarca,Guaduas,0,0
3828,Cabecera Municipal,25662,25,San Juan De Rioseco,25662,Cundinamarca,San Juan de Rí_o Seco,0,0
3829,Cabecera Municipal,25805,25,Tibacuy,25805,Cundinamarca,Tibacuy,0,0
3830,Cabecera Municipal,25290,25,Fusagasugíç,25290,Cundinamarca,Fusagasugíç,0,0
3831,Cabecera Municipal,25535,25,Pasca,25535,Cundinamarca,Pasca,0,0
3832,Cabecera Municipal,25053,25,Arbelíçez,25053,Cundinamarca,Arbelíçez,0,0
